sequenceID	description	ratio	std	df	tval	pval	seqnames	start	end	width	strand	wormbaseID	publicID	entrezID
C37C3.8	27072 Protein containing a UPF0103 domain of unknown function, has high similarity to uncharacterized human LOC51072 C37C3.8	-0.515	0.204200706	20	-2.520737969	0.02	chrV	7844343	7847171	2829	-	WBGene00016500	memo-1	179163
F59F5.6	26037 Member of liprin (LAR-interacting protein) family of proteins syd-2/liprin-alpha/F59F5.6	-0.515	0.133324513	20	-3.862460877	0.001	chrX	10549100	10555239	6140	-	WBGene00006364	syd-2	181255
F42G8.5	24858 Protein of unknown function F42G8.5	-0.515	0.078833611	20	-6.533225664	0	chrIV	8136325	8139092	2768	+	WBGene00018356	islo-1	185675
T24C2.5	33726 Protein of unknown function T24C2.5	-0.515	0.087732841	17	-5.874732999	0	chrX	14537893	14539522	1630	+	WBGene00011984		188842
F40H7.7	24798 Protein of unknown function, has high similarity to uncharacterized C. elegans F40H7.9 F40H7.7	-0.515	0.316350084	19	-1.629262915	0.12	chrII	3698599	3699691	1093	-	WBGene00005995	srx-104	185583
F59H6.2	51634 Protein of unknown function, has strong similarity to C. elegans K09F6.6 F59H6.2/F59H6.K	-0.515	0.352974741	18	-1.460262322	0.161	chrII	2019654	2022596	2943	+	WBGene00019133		186641
R07E4.1	26944 Protein of unknown function R07E4.1	-0.515	0.141713631	20	-3.637193756	0.002	chrX	5959115	5970271	11157	+	WBGene00019935		180863
ZC455.3	22592 Protein containing a UDP-glucoronosyl and UDP-glucosyl transferase domain, which transfer glycosyl groups to small hydrophobic molecules, has low similarity to UDP-glucuronosyltransferase 2B family member 5 (mouse Ugt2b5) ZC455.3	-0.515	0.295528311	20	-1.744282458	0.096	chrV	12798327	12800193	1867	-	WBGene00013903	ugt-3	191174
F08H9.3	32159 Protein with high similarity to C. elegans F08H9.4, which is involved in the heat shock response, member of the Hsp20 or alpha crystallin family F08H9.3	-0.516	0.264224307	18	-1.951408822	0.067	chrV	14461943	14462809	867	-	WBGene00008591		184214
C06H5.1	20882 Protein containing an F-box domain, which serve as a link between a target protein and a ubiquitin-conjugating enzyme, and a DUF38 domain of unknown function, has weak similarity to C. elegans FOG-2, which is required for the sexual identity of germ cells C06H5.1	-0.516	0.080939439	27	-6.375612994	0	chrV	17895268	17896804	1537	-	WBGene00007392	fbxa-156	180171
E02H9.2	32091 Protein with strong similarity to C. elegans C49A9.4 gene product E02H9.2	-0.516	0.111085368	20	-4.648497799	0	chrIII	2465474	2466825	1352	+	WBGene00017100		183999
F32E10.2	28382	-0.517	0.100334347	19	-5.148286879	0	chrIV	7575622	7577326	1705	+	WBGene00017990	cec-4	177536
F45C12.13	25937 Protein of unknown function, has low similarity to uncharacterized C. elegans K05F6.9 F45C12.13	-0.517	0.089777537	20	-5.755351715	0	chrII	1718175	1719253	1079	-	WBGene00018444	fbxb-48	185775
C14H10.2	23529 Putative coiled-coil protein, has similarity to myosins and human Golgi autoantigens C14H10.2	-0.517	0.133371849	19	-3.874595032	0.001	chrX	10242325	10252879	10555	-	WBGene00007592		181234
T05E8.2	29164 Putative haspin-like protein kinase T05E8.2	-0.517	0.357997619	19	-1.444043924	0.165	chrI	5463117	5469636	6520	-	WBGene00001859	hil-8	188129
R90.1	25199 Protein containing a protein kinase domain, has a region of low similarity to putative casein kinase I (CKI, S. pombe Hhp1p), which is required for DNA repair R90.1	-0.517	0.206179183	20	-2.508672465	0.021	chrV	12891513	12895872	4360	-	WBGene00011283	ttbk-7	179768
T05H10.4	22255 Protein of unknown function T05H10.4	-0.517	0.327716946	20	-1.57867467	0.13	chrII	8053137	8054965	1829	+	WBGene00011509		174293
ZC328.3	24944 Protein containing a GRAM domain, which are found in glucosyltransferases, myotubularins and other putative membrane-associated proteins ZC328.3	-0.518	0.124378938	20	-4.163854333	0	chrI	6409049	6417010	7962	-	WBGene00022593		172343
C50F2.7	31996 Protein of unknown function C50F2.7	-0.518	0.086589996	20	-5.982322827	0	chrI	3900376	3901446	1071	-	WBGene00016840		183675
T09F5.1	29223 Member of an uncharacterized protein family T09F5.1	-0.518	0.185707371	20	-2.789399308	0.011	chrV	15149046	15150733	1688	+	WBGene00011665		188341
C54G10.1	32024 Protein of unknown function C54G10.1	-0.518	0.320108007	20	-1.618417157	0.121	chrV	14641055	14642678	1624	+	WBGene00008319		183818
Y40H7A.4	50723	-0.519	0.112469751	20	-4.611746991	0	chrIV	15167800	15175536	7737	-	WBGene00012744		189803
F28B12.2	24530 Transcription enhancer factor-1-like protein; acts in the HSN neuron development pathway; mutations lead to abnormal HSN neuron outgrowth and serotonin expression egl-44/F28B12.2	-0.519	0.155312439	20	-3.339764914	0.003	chrII	5928802	5940821	12020	+	WBGene00001208	egl-44	174005
Y57G7A.2	31785 Protein of unknown function Y57G7A.2	-0.519	0.148099316	20	-3.505090573	0.002	chrII	1294749	1296801	2053	+	WBGene00021966		173508
C44B7.8	23190 Protein with high similarity to ATP-binding cassette subfamily D (ALD) member 3 (human ABCD3), which mediates peroxisomal import of fatty acids and fatty acyl-CoAs and is associated with Zellweger syndrome, member of the ATP-binding cassette superfamily C44B7.8	-0.519	0.172926578	20	-3.002017887	0.007	chrII	6880699	6883817	3119	-	WBGene00004058	pmp-1	174126
F01G10.7	24043 Member of the alpha or beta hydrolase fold family, has moderate similarity to lysosomal acid lipase A (human LIPA), which deacylates cholesteryl and triacylglyceryl ester lipids and is associated with Wolman disease and cholesteryl ester storage disease F01G10.7	-0.519	0.169961715	20	-3.054590381	0.006	chrIV	10239278	10241859	2582	-	WBGene00008510	lipl-7	184068
H22K11.1	29786 Probable aspartyl protease and an ortholog of human cathepsin D asp-3/H22K11.1	-0.519	0.341561575	20	-1.520586176	0.144	chrX	6791064	6792715	1652	+	WBGene00000216	asp-3	180947
M03C11.8	28932 Protein containing a helicase conserved C-terminal domain and an SNF2 related N-terminal domain, has low similarity to S. cerevisiae Yal019p, which is involved in resistance to UV radiation M03C11.8	-0.52	0.130130223	20	-3.992338634	0.001	chrIII	10428329	10436400	8072	-	WBGene00010845		176462
C17H12.4	22993 Member of the carboxylesterase type B family, has low similarity to esterase 22 (egasyn, mouse Es22), which has a role in retaining beta-glucuronidase in the endoplasmic reticulum C17H12.4	-0.52	0.132425881	20	-3.924283738	0.001	chrIV	6798911	6802337	3427	-	WBGene00015930	cest-4	177445
F46B3.1	31326 Protein of unknown function, has high similarity to uncharacterized C. elegans F46B3.2 F46B3.1	-0.52	0.270634007	19	-1.920452651	0.07	chrV	20596210	20597244	1035	-	WBGene00009756		185829
C41A3.2	33114 Protein of unknown function C41A3.2	-0.52	0.19498394	20	-2.667782711	0.015	chrX	5406539	5414350	7812	-	WBGene00016559		180814
F57G4.1	29751 Protein containing two DUF38 domains of unknown function, has weak similarity to uncharacterized C. elegans Y6G8.2 F57G4.1	-0.521	0.245298395	19	-2.12323244	0.047	chrV	17623530	17624559	1030	+	WBGene00010206		186456
F44G4.4	25927 Protein containing two RNA recognition motifs (RRM, RBD, or RNP), has moderate similarity to a region of TAR DNA binding protein (human TARDBP), which binds the pyrimidine-rich HIV-1 TAR DNA sequence and inhibits HIV-1 transcription F44G4.4	-0.521	0.362636779	20	-1.437176485	0.166	chrII	8997827	8999726	1900	+	WBGene00006514	tdp-1	174436
T05A7.3	49199 Protein containing a CUB domain, which often occurs extracellularly in developmentally regulated proteins T05A7.3	-0.522	0.101979362	20	-5.11455343	0	chrII	4675779	4676250	472	+	WBGene00020221		188083
C06A6.3	27530 Protein of unknown function C06A6.3	-0.522	0.154547101	19	-3.376000048	0.003	chrIV	7830525	7832435	1911	+	WBGene00015508	mvb-12	182286
ZC434.6	24958 Protein required for GLP-1-mediated interactions between cells P2 and ABp; necessary for the development of pharyngeal cells aph-2/ZC434.6	-0.522	0.160012443	20	-3.262656839	0.004	chrI	10340997	10345654	4658	+	WBGene00000148	aph-2	172905
R02D5.1	32547 Protein of unknown function R02D5.1	-0.522	0.198301638	20	-2.633067842	0.016	chrV	14508249	14509655	1407	+	WBGene00010976		179956
ZK1248.14	25027 Protein of unknown function, has moderate similarity to uncharacterized human MFN2 ZK1248.14	-0.522	0.325142579	20	-1.606192458	0.124	chrII	5833328	5836203	2876	-	WBGene00001509	fzo-1	173990
F19C6.2	49541 Protein of unknown function F19C6.2	-0.522	0.124529498	20	-4.194385136	0	chrX	10000935	10005408	4474	+	WBGene00008951		181213
T25G12.8	25681 Protein of unknown function, has weak similarity to C. elegans C01A2.1 T25G12.8	-0.522	0.109279176	20	-4.780375113	0	chrX	17238091	17238861	771	-	WBGene00020814		NA
F59A1.9	30593 Protein containing an F-box domain, which serve as a link between a target protein and a ubiquitin-conjugating enzyme, has low similarity to uncharacterized C. elegans Y47H9C.11 F59A1.9	-0.523	0.140831393	20	-3.710850332	0.001	chrV	17653482	17655281	1800	-	WBGene00010295	fbxa-193	NA
C08A9.3	32949 Protein of unknown function, has high similarity to uncharacterized C. elegans C30E1.2 C08A9.3	-0.523	0.136680121	20	-3.823732687	0.001	chrX	17087882	17093299	5418	-	WBGene00015583		182383
W01C8.3	25764 Protein containing two SET domains, which are involved in protein-protein interactions W01C8.3	-0.523	0.123699619	20	-4.226600691	0	chrX	5675177	5680225	5049	-	WBGene00020919	set-19	180834
F45D3.1	50395 Protein of unknown function F45D3.1	-0.523	0.241847242	19	-2.162749915	0.044	chrV	12527058	12528120	1063	+	WBGene00009721		185778
C40A11.4	50840	-0.524	0.196370633	20	-2.668820796	0.015	chrII	2137422	2138988	1567	+	WBGene00016547		173571
Y56A3A.14	50060 Protein containing an F-box domain, which serve as a link between a target protein and a ubiquitin-conjugating enzyme, has strong similarity to uncharacterized C. elegans Y56A3A.10 Y56A3A.14/Y56A3A.M	-0.524	0.119053979	20	-4.403231125	0	chrIII	11907477	11908523	1047	+	WBGene00013233	sdz-33	176621
T03E6.7	48401 Member of the cathepsin L-like cysteine protease protein family cpl-1/T03E6.7	-0.525	0.320906066	20	-1.635796816	0.118	chrV	16559830	16595346	35517	-	WBGene00000776	cpl-1	180111
W01A11.5	25757 Member of the choline or carnitine o-acyltransferase family, has low similarity to liver carnitine palmitoyltransferase I (rat Cpt1a), which acts in long-chain fatty acid beta-oxidation and influences energy production, cell signaling and apoptosis W01A11.5	-0.525	0.22128198	20	-2.372446473	0.028	chrV	6490068	6493921	3854	-	WBGene00020911	cpt-6	179035
F36G9.14	24707 Protein containing an F-box domain, which serve as a link between a target protein and a ubiquitin-conjugating enzyme, and a DUF38 domain of unknown function, has low similarity to C. elegans FOG-2, which is required for the sexual identity of germ cells F36G9.14	-0.525	0.098292151	20	-5.341651561	0	chrV	15981685	15982854	1170	-	WBGene00009490	fbxa-99	185377
F58E1.9	27242 Protein containing an F-box domain, which serve as a link between a target protein and a ubiquitin-conjugating enzyme, has high similarity to uncharacterized C. elegans F58E1.8 F58E1.9	-0.525	0.151876021	20	-3.458570441	0.002	chrII	1688235	1689172	938	-	WBGene00019040	fbxb-19	186514
F10E7.11	24160 Protein containing one Myb-like DNA-binding domain and one Egl-27 and MTA1 homology 2 (ELM2) domain, which may be involved in DNA or protein-protein binding, has high similarity to uncharacterized C. elegans T07F8.4 F10E7.11	-0.526	0.177251743	19	-2.965848491	0.008	chrII	7120517	7122892	2376	-	WBGene00017352		174170
C17H12.9	22995 Protein containing a homeobox (homeodomain) domain and a CUT domain, has moderate similarity to one cut domain family member 1 (hepatocyte nuclear factor-6) (mouse Onecut1), which is a transcriptional activator that regulates liver-specific genes C17H12.9	-0.526	0.136547048	20	-3.850410019	0.001	chrIV	6812108	6815608	3501	+	WBGene00015934	ceh-48	182756
C31E10.6	21539 Protein of unknown function, has weak similarity to uncharacterized C. elegans C16A11.2 C31E10.6	-0.526	0.129222585	20	-4.069481669	0.001	chrX	13996307	13999351	3045	+	WBGene00007847		181509
R09B3.1	29020 Protein with high similarity to apurinic and apyrimidinic endonuclease 1 (rat Apex1), which is a multifunctional DNA repair enzyme that coordinates the repair of abasic sites, member of the apurinic or apyrimidinic (AP) endonuclease family 1 exo-3/R09B3.1/CeEXOIII	-0.526	0.18833854	19	-2.792574647	0.012	chrI	11907551	11909280	1730	-	WBGene00001372	exo-3	173069
T22A3.3	22414 Protein of unknown function T22A3.3	-0.526	0.274273197	20	-1.91826147	0.069	chrI	10588177	10590465	2289	+	WBGene00003083	lst-1	172948
K08E4.1	21296 Protein with moderate similarity to suppressor of Ty (S.cerevisiae) 5 homolog (human SUPT5H), which is part of the DRB sensitivity inducing factor that regulates transcription elongation that stimulates mRNA capping and is required for HIV-1 transcription K08E4.1	-0.526	0.144705007	19	-3.636242797	0.002	chrIV	12051484	12055806	4323	+	WBGene00005015	spt-5	178143
ZK637.11	27711 Protein containing a rhodanese-like domain, has a region of moderate similarity to a region of C. elegans K06A5.7, which is in involved in cell division ZK637.11	-0.526	0.156261877	20	-3.368941495	0.003	chrIII	8916351	8917929	1579	-	WBGene00000388	cdc-25.3	176260
F40G12.11	21905	-0.527	0.095558268	20	-5.51210458	0	chrV	14286171	14288056	1886	+	WBGene00009606		179928
C34D1.3	27928 G-protein alpha subunit protein required for signal transduction from ODR-10 diacetyl receptor in sensory neurons odr-3/C34D1.3	-0.527	0.254765566	20	-2.068539938	0.052	chrV	13246308	13249536	3229	-	WBGene00003850	odr-3	179806
K07G5.5	29590 Member of the cation efflux family, which may be membrane divalent cation transporters, has moderate similarity to uncharacterized C. elegans PDB1.1 K07G5.5	-0.527	0.078903279	20	-6.681138597	0	chrI	7169997	7172192	2196	+	WBGene00010644		187123
F55C5.4	26629 Protein of unknown function F55C5.4	-0.527	0.380196863	20	-1.387081589	0.181	chrV	12271750	12275676	3927	+	WBGene00010093	capg-2	179684
F54G8.2	26598 Protein with high similarity to diacylglycerol kinase 90 kDa (rat Dagk), contains two phorbol esters or diacylglycerol binding domains (C1 domain), two EF hand domains, and diacylglycerol kinase (DAGK) catalytic and accessory domains F54G8.2	-0.528	0.350367306	20	-1.506521957	0.148	chrIII	9163077	9168027	4951	+	WBGene00000960	dgk-3	186262
R09D1.11	22159 Member of the glycosyl hydrolase 18 family, has weak similarity to chitinase 3-like protein 1 (cartilage glycoprotein-39, human CHI3L1), which binds chitin and is expressed in rheumatoid arthritis cartilage and synovial cells R09D1.11	-0.528	0.100048372	20	-5.278032395	0	chrII	9466902	9468611	1710	-	WBGene00011167	chil-23	187739
C15A11.7	27615 Protein of unknown function, has high similarity to uncharacterized C. elegans C15A11.4 C15A11.7	-0.528	0.146304881	20	-3.609538322	0.002	chrI	7404950	7408511	3562	+	WBGene00007599		172496
F55G1.15	28687 Protein of unknown function F55G1.15	-0.528	0.090387704	20	-5.843311716	0	chrIV	7498055	7501437	3383	-	WBGene00018907		186329
Y22F5A.1	22534 Member of the nuclear hormone receptor/Zinc finger protein family Y22F5A.1	-0.528	0.143423842	20	-3.682996752	0.001	chrV	10256170	10258783	2614	+	WBGene00012494	nhr-232	179426
T14F9.2	25497 Protein of unknown function T14F9.2	-0.528	0.216488133	20	-2.441078884	0.024	chrX	2234320	2236706	2387	+	WBGene00020508		188500
M05B5.4	22113 Protein with high similarity to LCAT-like lysophospholipase (human LYPLA3), which hydrolyzes lysophosphatidylcholine and is involved in lipoprotein metabolism, member of the lecithin-cholesterol acyltransferase family M05B5.4	-0.528	0.111814617	20	-4.726371166	0	chrI	7188465	7190581	2117	+	WBGene00010872		172457
C43G2.4	27996 Member of the C. elegans putative membrane protein family 8, has moderate similarity to a region of bestrophin (human VMD2), which plays a role in vision and is associated with Bests disease, adult vitelliform macular dystrophy, and bull's eye maculopathy C43G2.4	-0.528	0.112241712	20	-4.708479248	0	chrIV	6560734	6565270	4537	+	WBGene00016613	best-9	183419
C44H9.4	20987 Protein of unknown function, has a region of weak similarity to a region of C. elegans SMG-2, which is involved in nonsense-mediated mRNA decay, mRNA surveillance and RNAi-mediated gene suppression C44H9.4	-0.529	0.202514195	24	-2.61151684	0.015	chrV	12835688	12839854	4167	+	WBGene00008099		179760
F40G9.6	31251 Protein of unknown function F40G9.6	-0.529	0.294039796	20	-1.799198402	0.087	chrIII	179542	180140	599	+	WBGene00018242		185555
T25B9.9	33730 Protein with high similarity to 6-phosphogluconate dehydrogenase (human PGD), which converts 6-phospho-D-gluconate to D-ribulose 5-phosphate in the pentose phosphate shunt and may associated with hemolytic anemia upon deficiency T25B9.9	-0.529	0.306245813	17	-1.727994982	0.102	chrIV	10768175	10777760	9586	+	WBGene00012015		177971
F10G7.4	24172 Sister chromatid cohesion protein, believed to function in a double strand break DNA repair pathway coh-2/F10G7.4	-0.529	0.187225431	20	-2.826651811	0.01	chrII	4698721	4700994	2274	+	WBGene00004737	scc-1	173808
T09F5.7	48338 Protein of unknown function, putative paralog of C. elegans F54D8.5 T09F5.7	-0.529	0.394337297	19	-1.342143253	0.195	chrV	15157025	15157712	688	+	WBGene00011667		NA
B0399.2	50460 Protein containing a DUF33 domain of unknown function, has high similarity to uncharacterized C. elegans F11A5.8 B0399.2/Y43F8B.R	-0.529	0.216860516	20	-2.441226951	0.024	chrV	19550999	19555969	4971	-	WBGene00007177	oac-1	181961
C48D1.1	21615 Protein with weak similarity to C. elegans ZYG-11, which is required for zygote formation C48D1.1	-0.529	0.098819374	20	-5.357492228	0	chrIV	13193563	13197382	3820	-	WBGene00008177		178271
F14F9.3	24262 Member of an uncharacterized protein family F14F9.3	-0.53	0.317573468	19	-1.668348219	0.112	chrV	5138195	5141555	3361	+	WBGene00017466		178902
W03A3.1	29443 Homeodomain transcription factor expressed in many neuronal cells; has similarity over the homeodomain to many human and D. melanogaster homeodomain transcription factors ceh-10/W03A3.1	-0.53	0.113957078	20	-4.651229089	0	chrIII	5799067	5801115	2049	+	WBGene00000435	ceh-10	175811
ZK1290.5	27365 Member of the aldo-keto reductase family, which include some related monomeric NADPH-dependent oxidoreductases, has low similarity to (mouse Akr1a4), which is an NADPH-dependent aldo-keto reductase that reduces carbonyl-containing substrates ZK1290.5	-0.53	0.150989537	20	-3.510847176	0.002	chrII	7529338	7530991	1654	+	WBGene00022887		191555
C41H7.5	23173 Protein of unknown function, has high similarity to uncharacterized C. elegans C41H7.6 C41H7.5	-0.531	0.192287925	20	-2.759082828	0.012	chrII	3002503	3003904	1402	+	WBGene00016575	lido-10	173647
T09E8.2	22309 Protein of unknown function T09E8.2	-0.531	0.168543998	20	-3.150323884	0.005	chrV	13176701	13180189	3489	+	WBGene00001874	him-17	179800
F41C3.3	24810 Member of the AMP-binding enzyme family, has low similarity to S. cerevisiae Fat2p, which is a peroxisomal AMP-binding protein F41C3.3	-0.531	0.169290124	20	-3.136840046	0.005	chrII	4742128	4745281	3154	+	WBGene00018269	acs-11	173820
C17G1.4	23560 Protein with moderate similarity to H. sapiens MUC1 gene product, a transmembrane mucin C17G1.4	-0.531	0.216704026	20	-2.450790705	0.024	chrX	9925728	9931460	5733	-	WBGene00007651	nra-3	181206
B0213.5	30781 YGGWamide neurotransmitter B0213.5	-0.531	0.162880494	20	-3.262537928	0.004	chrV	3981980	3982741	762	+	WBGene00003768	nlp-30	3565444
C14C11.4	27610 Protein of unknown function, has low similarity to uncharacterized C. elegans H20E11.1 C14C11.4	-0.532	0.168712637	19	-3.15050187	0.005	chrV	5647564	5651202	3639	+	WBGene00015768		178950
ZK662.4	22670 Negative regulator of the LET-23 receptor-tyrosine kinase, LET-60 ras signaling pathway lin-15B/(lin-15)/ZK662.4	-0.532	0.110900275	19	-4.79448543	0	chrX	15726129	15732025	5897	+	WBGene00023497	lin-15B	181662
F55A8.1	30568 Protein containing a GATA-type zinc finger domain, has moderate similarity to C. elegans ELT-6, which is involved in epidermal differentiation egl-18/elt-5/F55A8.1	-0.532	0.207723213	20	-2.560531968	0.019	chrIV	1902322	1917841	15520	+	WBGene00001186	egl-18	176992
C06C6.4	27539 Member of the nuclear hormone receptor/Zinc finger protein family nhr-63/C06C6.4	-0.532	0.143274612	20	-3.71511685	0.001	chrV	16002588	16004735	2148	+	WBGene00003653	nhr-63	180068
C49A9.2	23237 Protein of unknown function, has moderate similarity to uncharacterized C. elegans C49A9.3 C49A9.2	-0.532	0.104366281	19	-5.101515419	0	chrIV	6225437	6228122	2686	+	WBGene00016756		183593
F47G4.3	51920 Member of the glycerol-3-phosphate dehydrogenase, cytoplasmic protein family F47G4.3	-0.532	0.180117754	20	-2.956250875	0.008	chrI	14075693	14078211	2519	+	WBGene00009824	gpdh-1	173272
R01H2.3	26864 Protein containing eight low-density lipoprotein (LDL) receptor class A domains, has low similarity to a region of low density lipoprotein receptor-related protein 1B (human LRP1B), which is involved in endocytosis and is inactivated in some lung cancers R01H2.3	-0.533	0.308403119	20	-1.727437388	0.1	chrIII	7058516	7060597	2082	-	WBGene00019811	egg-2	187510
ZK328.5	52378 Protein with low similarity to nucleoporin 98 kD (human NUP98), which is a nuclear pore complex (NPC) protein that localizes to the nucleoplasmic side of NPC and perinucleolar region, interacts with human TPR, and may be associated with myeloid leukemia ZK328.5	-0.533	0.237926774	20	-2.24044704	0.037	chrIII	6011338	6019562	8225	-	WBGene00003796	npp-10	175852
T22D1.8	53618 Protein of unknown function T22D1.8	-0.533	0.301310423	19	-1.76938344	0.093	chrIV	6900314	6906348	6035	-	WBGene00020686		188741
W02A11.8	29940 Protein containing a BTB (BR-C, ttk and babor) or POZ (Pox virus and zinc finger) domain, which are found in some DNA and actin binding proteins and may mediate protein-protein interactions, has moderate similarity to uncharacterized C. elegans F59H6.11 W02A11.8	-0.533	0.17063738	20	-3.124380136	0.005	chrI	12751920	12759577	7658	+	WBGene00012196	bath-35	24104973
W07B8.5	25850 Member of the cysteine protease protein family cpr-5/W07B8.5	-0.534	0.325154117	20	-1.641422761	0.116	chrV	1132598	1134036	1439	-	WBGene00000785	cpr-5	178612
F08D12.10	24093 Protein containing an F-box domain, which serve as a link between a target protein and a ubiquitin-conjugating enzyme, has high similarity to uncharacterized C. elegans F08D12.9 F08D12.10	-0.534	0.129195684	20	-4.13233098	0.001	chrII	2772389	2773634	1246	-	WBGene00017253	sdz-9	173622
Y7A9C.1	29515 Protein containing a C3HC4 type (RING) zinc finger, which may mediate protein-protein interactions, has low similarity to uncharacterized C. elegans F42C5.4 Y7A9C.1	-0.534	0.232809201	19	-2.293324925	0.033	chrIV	16294154	16298479	4326	+	WBGene00012418		NA
C25F9.5	30076 Protein with high similarity to uncharacterized C. elegans M04C3.1, contains an SNF2 related N-terminal domain C25F9.5	-0.534	0.097268282	19	-5.490862222	0	chrV	19407712	19410857	3146	-	WBGene00007725		180272
F44C8.8	25910 Protein containing two nuclear hormone receptor C4-type zinc finger domains and one nuclear hormone receptor ligand-binding domain, has moderate similarity to C. elegans NHR-58, which is a putative ligand-dependent nuclear receptor F44C8.8	-0.534	0.123379876	20	-4.330372689	0	chrV	2210513	2212114	1602	-	WBGene00003723	nhr-133	185729
ZK370.2	50833	-0.534	0.097202601	20	-5.498517879	0	chrIII	8749763	8757089	7327	+	WBGene00004856	sma-2	176229
C35C5.4	33069 GTP-binding protein of the rho family (ras superfamily), required for normal migration of axons, neurons, and mesodermal cells during embryogenesis mig-2/C35C5.4	-0.535	0.216308087	20	-2.472802234	0.023	chrX	11548608	11550740	2133	+	WBGene00003239	mig-2	181344
C36B1.11	21559 Protein of unknown function, has moderate similarity to uncharacterized C. elegans Y48G10A.2 C36B1.11	-0.535	0.172220635	20	-3.106658076	0.006	chrI	8755846	8757603	1758	-	WBGene00007978		172685
T05H10.5	25313 Putative ortholog of S. cerevisiae Ufd2p, a ubiquitin fusion degradation protein T05H10.5	-0.535	0.284087485	20	-1.883560991	0.074	chrII	8062741	8066195	3455	+	WBGene00006734	ufd-2	174295
F43G9.10	21184 Protein of unknown function, has moderate similarity to uncharacterized microfibrillar associated protein 1 (human MFAP1), which may be a component of the elastin-associated microfibrils of the extracellular matrix F43G9.10	-0.535	0.073728881	26	-7.261323322	0	chrI	8638514	8640236	1723	-	WBGene00009671	mfap-1	172661
F16H11.5	24307 Protein with weak similarity to C. elegans nhr-2 (Putative nuclear hormone receptor required for embryogenesis) nhr-45/F16H11.5	-0.536	0.165964884	20	-3.227566936	0.004	chrX	4656433	4660318	3886	-	WBGene00003635	nhr-45	180738
T12B5.2	30239 Protein containing a DUF38 domain of unknown function and an F-box domain, which serve as a link between a target protein and a ubiquitin-conjugating enzyme, has low similarity to C. elegans FOG-2, which is required for the sexual identity of germ cells T12B5.2	-0.537	0.108379428	20	-4.951095146	0	chrIII	956334	957953	1620	+	WBGene00020449	fbxa-54	188441
F54C8.3	26565 Maternally required for embryonic development apparently acting in cell division; loss of protein function leads to anucleate spermatids emb-30/apc-4/F54C8.3	-0.537	0.187946652	20	-2.856392204	0.01	chrIII	9435083	9441539	6457	-	WBGene00001284	emb-30	176322
F52H3.7	21214 Member of the galectin family, has a region of high similarity to galectin (C. elegans LEC-1), which is a galactoside-binding lectin lec-2/F52H3.7	-0.537	0.224028084	26	-2.397269092	0.024	chrII	10009605	10016607	7003	-	WBGene00002265	lec-2	174560
F39F10.4	32395 Protein of unknown function F39F10.4	-0.537	0.2100321	20	-2.557370371	0.019	chrX	16902389	16904332	1944	-	WBGene00018204		181738
T28F3.1	29926 Protein containing two C2 domains, which may be involved in calcium-dependent phospholipid binding, has moderate similarity to copine III (human CPNE3), which displays protein kinase activity and may play a role in membrane trafficking and T28F3.1	-0.537	0.133746634	19	-4.016193655	0.001	chrIV	17281455	17284199	2745	-	WBGene00012128	nra-1	178508
B0334.3	50619 Member of the decarboxylase (tentative) protein family B0334.3/B0334.3A	-0.537	0.287237528	20	-1.871253622	0.076	chrII	11489601	11493039	3439	-	WBGene00007143		174758
D1009.5	32052	-0.538	0.340770681	20	-1.57773072	0.13	chrX	8939222	8940147	926	-	WBGene00017014	dylt-2	183892
F21G4.4	52358 Protein containing a PHD-finger, which may be involved in chromatin-mediated transcriptional regulation F21G4.4	-0.538	0.056036621	19	-9.599265918	0	chrX	9897210	9899478	2269	-	WBGene00009025	phf-34	184793
F40B5.1	28464 Member of the M13 peptidase family of zinc metalloproteases, has low similarity to uncharacterized C. elegans C53B7.7 F40B5.1	-0.538	0.191131712	19	-2.815031741	0.011	chrX	8375288	8377304	2017	+	WBGene00018225	nep-14	NA
C29F3.7	20946 Protein containing a DUF141 domain of unknown function, has moderate similarity to uncharacterized C. elegans ZK1037.6 C29F3.7	-0.538	0.129542407	27	-4.154599868	0	chrV	15354833	15357576	2744	+	WBGene00007807		180036
C05D12.2	23390 Protein of unknown function, has high similarity to uncharacterized C. elegans Y19D10B.4 C05D12.2	-0.539	0.089973901	18	-5.988784279	0	chrII	11418299	11423393	5095	+	WBGene00007340		174741
W01C8.5	25765 Protein of unknown function, has weak similarity to C. elegans H06A10.1 W01C8.5	-0.539	0.193190796	20	-2.791098299	0.011	chrX	5694470	5697308	2839	-	WBGene00020921		180836
T05H4.14	25319 Protein containing six WD domains (WD-40 repeat), which may mediate protein-protein interactions, has a region of low similarity to a region of S. pombe Tup12p, which is a transcriptional repressor functioning redundantly with S. pombe Tup11p T05H4.14	-0.539	0.386670918	20	-1.395155675	0.178	chrV	6431320	6433496	2177	-	WBGene00001513	gad-1	179027
ZC443.4	27662 Protein of unknown function, has low similarity to uncharacterized C. elegans ZC443.3 ZC443.4	-0.54	0.195271648	19	-2.763188889	0.012	chrV	12816912	12819545	2634	-	WBGene00013899		191170
ZK177.2	25044 Protein containing a protein kinase domain, has weak similarity to uncharacterized C. elegans C04G2.10 ZK177.2	-0.54	0.08493827	19	-6.354982008	0	chrII	5519217	5520258	1042	+	WBGene00022670		191236
